hustobc_class,source_group,identity_official_code,identity_official_reading_jtz,identity_official_status,top1_official_code,top1_similarity,top1_official_reading_jtz,top1_official_status,top1_has_jitilin_entry,is_verified_correction
L/1394,L,,,,U60678,0.6725,,undeciphered,true,false
L/1395,L,,,,U60D91,0.671,翦,deciphered,true,false
L/1396,L,,,,U6018A,0.7324,,undeciphered,false,false
L/1397,L,,,,U604E4,0.6627,寻,deciphered,true,false
L/1398,L,,,,U60114,0.7047,髦,deciphered,true,false
L/1399,L,,,,U6113C,0.6679,智,deciphered,unknown-if-fetch-failed,false
L/14,L,,,,U60FDC,0.66,,undeciphered,false,false
L/140,L,,,,U60F36,0.6772,,undeciphered,true,false
L/1400,L,,,,U6027F,0.629,娕,deciphered,true,false
L/1401,L,,,,U604E4,0.6654,寻,deciphered,true,false
L/1402,L,,,,U61577,0.6618,高祖亥,deciphered,false,false
L/1403,L,,,,U60DEC,0.6854,我,deciphered,true,false
L/1404,L,,,,U60377,0.6645,,undeciphered,false,false
L/1405,L,,,,U6050E,0.6543,,undeciphered,true,false
L/1406,L,,,,U609E6,0.6973,龚,deciphered,true,false
L/1407,L,,,,U61533,0.672,祖戊,deciphered,true,false
L/1408,L,,,,U61533,0.6833,祖戊,deciphered,true,false
L/1409,L,,,,U60E11,0.6456,,undeciphered,true,false
L/141,L,,,,U60B3D,0.6409,,undeciphered,true,false
L/1410,L,,,,U60AFB,0.6521,,undeciphered,true,false
L/1411,L,,,,U60748,0.6835,,undeciphered,false,false
L/1412,L,,,,U616A6,0.6051,马,deciphered,false,false
L/1413,L,,,,U6072F,0.6329,,undeciphered,false,false
L/1414,L,,,,U6083C,0.6158,束,deciphered,true,false
L/1415,L,,,,U60EA6,0.6609,,undeciphered,true,false
L/1416,L,,,,U60B00,0.643,京,deciphered,true,false
L/1417,L,,,,U60C1D,0.6875,,undeciphered,false,false
L/1418,L,,,,U60EA6,0.65,,undeciphered,true,false
L/1419,L,,,,U60B00,0.665,京,deciphered,true,false
L/142,L,,,,U60B69,0.6612,賓,deciphered,true,false
L/1420,L,,,,U60C5F,0.7221,㽙,deciphered,true,false
L/1421,L,,,,U60165,0.6578,,undeciphered,true,false
L/1422,L,,,,U60678,0.6828,,undeciphered,true,false
L/1423,L,,,,U610C5,0.6434,殊,deciphered,true,false
L/1424,L,,,,U60377,0.6641,,undeciphered,false,false
L/1425,L,,,,U604E4,0.6597,寻,deciphered,true,false
L/1426,L,,,,U61B6E,0.6775,残疑字,deciphered,false,false
L/1427,L,,,,U604E4,0.6475,寻,deciphered,true,false
L/1428,L,,,,U60BFE,0.7232,,undeciphered,true,false
L/1429,L,,,,U60797,0.6726,,undeciphered,false,false
L/143,L,,,,U60663,0.6432,,undeciphered,true,false
L/1430,L,,,,U613A2,0.6491,且（祖）,deciphered,true,false
L/1431,L,,,,U60BFE,0.768,,undeciphered,true,false
L/1432,L,,,,U60BFE,0.7452,,undeciphered,true,false
L/1433,L,,,,U60265,0.7132,,undeciphered,false,false
L/1434,L,,,,U609E6,0.6687,龚,deciphered,true,false
L/1435,L,,,,U6050E,0.643,,undeciphered,true,false
L/1436,L,,,,U60C3C,0.6637,稼,deciphered,true,false
L/1437,L,,,,U6195E,0.7089,,undeciphered,false,false
L/1438,L,,,,U6157E,0.7962,一,deciphered,true,false
L/1439,L,,,,U61533,0.6823,祖戊,deciphered,true,false
L/144,L,,,,U609BC,0.6951,,undeciphered,false,false
L/1440,L,,,,U60FC9,0.6557,,undeciphered,false,false
L/1441,L,,,,U6106B,0.6549,羆,deciphered,true,false
L/1442,L,,,,U616A6,0.6192,马,deciphered,false,false
L/1443,L,,,,U6083C,0.6378,束,deciphered,true,false
L/1444,L,,,,U60FDC,0.6627,,undeciphered,false,false
L/1445,L,,,,U60FDC,0.659,,undeciphered,false,false
L/1446,L,,,,U60C1D,0.6916,,undeciphered,false,false
L/1447,L,,,,U60659,0.6175,,undeciphered,false,false
L/1448,L,,,,U60FB1,0.6967,员（圆）,deciphered,true,false
L/1449,L,,,,U60F74,0.6317,尊,deciphered,true,false
L/145,L,,,,U60EB3,0.6922,,undeciphered,true,false
L/1450,L,,,,U60988,0.6406,,undeciphered,true,false
L/1451,L,,,,U61AF7,0.6455,,undeciphered,true,false
L/1452,L,,,,U6136F,0.6448,,undeciphered,true,false
L/1453,L,,,,U612F6,0.6199,,undeciphered,true,false
L/1454,L,,,,U61644,0.561,朿,deciphered,true,false
L/1455,L,,,,U604E4,0.6643,寻,deciphered,true,false
L/1456,L,,,,U60797,0.661,,undeciphered,false,false
L/1457,L,,,,U60797,0.6721,,undeciphered,false,false
L/1458,L,,,,U60CEF,0.7047,,undeciphered,false,false
L/1459,L,,,,U60FDE,0.64,,undeciphered,true,false
L/146,L,,,,U60B7C,0.6565,,undeciphered,true,false
L/1460,L,,,,U61533,0.6683,祖戊,deciphered,true,false
L/1461,L,,,,U60455,0.6856,,undeciphered,true,false
L/1462,L,,,,U60CEF,0.7168,,undeciphered,false,false
L/1463,L,,,,U6072F,0.6232,,undeciphered,false,false
L/1464,L,,,,U6072F,0.6418,,undeciphered,false,false
L/1465,L,,,,U607C5,0.6676,丧,deciphered,true,false
L/1466,L,,,,U60F40,0.6635,,undeciphered,false,false
L/1467,L,,,,U6046D,0.6325,,undeciphered,true,false
L/1468,L,,,,U61986,0.7078,豐,deciphered,true,false
L/1469,L,,,,U61071,0.726,,undeciphered,true,false
L/147,L,,,,U60B3C,0.6668,,undeciphered,false,false
L/1470,L,,,,U61072,0.6515,,undeciphered,true,false
L/1471,L,,,,U6188F,0.6633,興,deciphered,true,false
L/1472,L,,,,U613A7,0.6372,尔,deciphered,true,false
L/1473,L,,,,U60931,0.6629,,undeciphered,false,false
L/1474,L,,,,U60FED,0.6525,食,deciphered,true,false
L/1475,L,,,,U60260,0.6962,,undeciphered,true,false
L/1476,L,,,,U60678,0.6673,,undeciphered,true,false
L/1477,L,,,,U605AB,0.5614,,undeciphered,false,false
L/1478,L,,,,U61834,0.5634,残疑字,deciphered,false,false
L/1479,L,,,,U6160B,0.5828,残疑字,deciphered,false,false
L/148,L,,,,U619A3,0.7812,高,deciphered,false,false
L/1480,L,,,,U60CEF,0.7206,,undeciphered,false,false
L/1481,L,,,,U60142,0.6365,刖,deciphered,false,false
L/1482,L,,,,U60BFE,0.7553,,undeciphered,true,false
L/1483,L,,,,U61533,0.6791,祖戊,deciphered,true,false
L/1484,L,,,,U61533,0.6622,祖戊,deciphered,true,false
L/1485,L,,,,U60455,0.6838,,undeciphered,true,false
L/1486,L,,,,U60CEF,0.7019,,undeciphered,false,false
L/1487,L,,,,U60F27,0.6296,襄,deciphered,true,false
L/1488,L,,,,U61B09,0.6732,,undeciphered,true,false
L/1489,L,,,,U609C1,0.6048,,undeciphered,true,false
L/149,L,,,,U60AB7,0.7143,庇,deciphered,true,false
L/1490,L,,,,U61B09,0.6716,,undeciphered,true,false
L/1491,L,,,,U61293,0.621,鸡,deciphered,true,false
L/1492,L,,,,U605AB,0.6417,,undeciphered,false,false
L/1493,L,,,,U608D8,0.654,兕,deciphered,true,false
L/1494,L,,,,U60659,0.6191,,undeciphered,false,false
L/1495,L,,,,U60988,0.6357,,undeciphered,true,false
L/1496,L,,,,U60F40,0.6612,,undeciphered,false,false
L/1497,L,,,,U60678,0.6844,,undeciphered,true,false
L/1498,L,,,,U604E4,0.6623,寻,deciphered,true,false
L/1499,L,,,,U604E4,0.66,寻,deciphered,true,false
L/15,L,,,,U609C6,0.6471,,undeciphered,true,false
L/150,L,,,,U60963,0.6693,雀,deciphered,false,false
L/1500,L,,,,U605AB,0.5699,,undeciphered,false,false
L/1501,L,,,,U61072,0.6072,,undeciphered,true,false
L/1502,L,,,,U6160B,0.5682,残疑字,deciphered,false,false
L/1503,L,,,,U61644,0.5602,朿,deciphered,true,false
L/1504,L,,,,U61834,0.6133,残疑字,deciphered,false,false
L/1505,L,,,,U60CEF,0.6995,,undeciphered,false,false
L/1506,L,,,,U60CEF,0.7138,,undeciphered,false,false
L/1507,L,,,,U608CE,0.6405,,undeciphered,true,false
L/1508,L,,,,U6072F,0.67,,undeciphered,false,false
L/1509,L,,,,U60B10,0.6708,豪,deciphered,false,false
L/151,L,,,,U60D54,0.6484,遠,deciphered,false,false
L/1510,L,,,,U60659,0.6234,,undeciphered,false,false
L/1511,L,,,,U60659,0.6221,,undeciphered,false,false
L/1512,L,,,,U60656,0.6194,,undeciphered,false,false
L/1513,L,,,,U60B15,0.6409,圭,deciphered,true,false
L/1514,L,,,,U60260,0.6936,,undeciphered,true,false
L/1515,L,,,,U605AB,0.5749,,undeciphered,false,false
L/1516,L,,,,U6011A,0.5586,蔡,deciphered,false,false
L/1517,L,,,,U6160B,0.5693,残疑字,deciphered,false,false
L/1518,L,,,,U61071,0.6446,,undeciphered,true,false
L/1519,L,,,,U607AB,0.6715,春,deciphered,true,false
L/152,L,,,,U6162A,0.6849,母,deciphered,false,false
L/1520,L,,,,U60E81,0.6507,,undeciphered,true,false
L/1521,L,,,,U607AB,0.7305,春,deciphered,true,false
L/1522,L,,,,U6195D,0.7157,,undeciphered,false,false
L/1523,L,,,,U6072F,0.6361,,undeciphered,false,false
L/1524,L,,,,U61526,0.726,祖庚,deciphered,true,false
L/1525,L,,,,U60AED,0.6619,,undeciphered,true,false
L/1526,L,,,,U61526,0.7274,祖庚,deciphered,true,false
L/1527,L,,,,U60659,0.6153,,undeciphered,false,false
L/1528,L,,,,U60F40,0.6725,,undeciphered,false,false
L/1529,L,,,,U60FDC,0.6799,,undeciphered,false,false
L/153,L,,,,U6166A,0.6863,瓚,deciphered,false,false
L/1530,L,,,,U60F5E,0.594,,undeciphered,false,false
L/1531,L,,,,U61533,0.5763,祖戊,deciphered,true,false
L/1532,L,,,,U61854,0.7072,残疑字,deciphered,false,false
L/1533,L,,,,U6195D,0.6518,,undeciphered,false,false
L/1534,L,,,,U6195D,0.6495,,undeciphered,false,false
L/1535,L,,,,U6106D,0.5637,罝,deciphered,false,false
L/1536,L,,,,U61533,0.5952,祖戊,deciphered,true,false
L/1537,L,,,,U60D1A,0.6997,,undeciphered,false,false
L/1538,L,,,,U60E81,0.6516,,undeciphered,true,false
L/1539,L,,,,U607AB,0.6929,春,deciphered,true,false
L/154,L,,,,U61744,0.6556,一彘,deciphered,false,false
L/1540,L,,,,U61072,0.6493,,undeciphered,true,false
L/1541,L,,,,U60E81,0.6528,,undeciphered,true,false
L/1542,L,,,,U6113F,0.7479,智,deciphered,true,false
L/1543,L,,,,U60068,0.7093,,undeciphered,true,false
L/1544,L,,,,U6195D,0.7042,,undeciphered,false,false
L/1545,L,,,,U619E8,0.748,,undeciphered,true,false
L/1546,L,,,,U60663,0.6422,,undeciphered,true,false
L/1547,L,,,,U61071,0.6415,,undeciphered,true,false
L/1548,L,,,,U6093A,0.5897,陷,deciphered,true,false
L/1549,L,,,,U61071,0.6365,,undeciphered,true,false
L/155,L,,,,U606B8,0.5912,川（水）,deciphered,true,false
L/1550,L,,,,U60E22,0.5979,薛,deciphered,true,false
L/1551,L,,,,U609DA,0.6588,,undeciphered,true,false
L/1552,L,,,,U6046A,0.7102,,undeciphered,false,false
L/1553,L,,,,U60578,0.6555,迺,deciphered,false,false
L/1554,L,,,,U601D3,0.607,,undeciphered,true,false
L/1555,L,,,,U60748,0.64,,undeciphered,false,false
L/1556,L,,,,U60748,0.6383,,undeciphered,false,false
L/1557,L,,,,U611E0,0.7007,,undeciphered,true,false
L/1558,L,,,,U611E0,0.6914,,undeciphered,true,false
L/1559,L,,,,U60AB7,0.69,庇,deciphered,true,false
L/156,L,,,,U60B5E,0.5644,,undeciphered,false,false
L/1560,L,,,,U609CF,0.7344,魚,deciphered,true,false
L/1561,L,,,,U608BE,0.6329,暴,deciphered,false,false
L/1562,L,,,,U61577,0.6597,高祖亥,deciphered,false,false
L/1563,L,,,,U60E22,0.5991,薛,deciphered,true,false
L/1564,L,,,,U6195E,0.7182,,undeciphered,false,false
L/1565,L,,,,U61676,0.6945,,undeciphered,false,false
L/1566,L,,,,U60BFF,0.6753,雇,deciphered,true,false
L/1567,L,,,,U61577,0.6545,高祖亥,deciphered,false,false
L/1568,L,,,,U60CAE,0.5933,硪,deciphered,true,false
L/1569,L,,,,U60E80,0.714,,undeciphered,false,false
L/157,L,,,,U60265,0.7015,,undeciphered,false,false
L/1570,L,,,,U613C8,0.6627,,undeciphered,true,false
L/1571,L,,,,U609DA,0.6526,,undeciphered,true,false
L/1572,L,,,,U602EB,0.6762,棄,deciphered,true,false
L/1573,L,,,,U611E0,0.6823,,undeciphered,true,false
L/1574,L,,,,U611E0,0.696,,undeciphered,true,false
L/1575,L,,,,U6113C,0.6754,智,deciphered,unknown-if-fetch-failed,false
L/1576,L,,,,U60748,0.6318,,undeciphered,false,false
L/1577,L,,,,U60748,0.6464,,undeciphered,false,false
L/1578,L,,,,U60AFB,0.6829,,undeciphered,true,false
L/1579,L,,,,U603E8,0.74,残疑字,deciphered,false,false
L/158,L,,,,U60E25,0.6541,,undeciphered,false,false
L/1580,L,,,,U6195E,0.7088,,undeciphered,false,false
L/1581,L,,,,U6157E,0.7962,一,deciphered,true,false
L/1582,L,,,,U60E84,0.6869,,undeciphered,false,false
L/1583,L,,,,U60F8C,0.7452,,undeciphered,true,false
L/1584,L,,,,U60B15,0.6691,圭,deciphered,true,false
L/1585,L,,,,U60B15,0.6698,圭,deciphered,true,false
L/1586,L,,,,U61067,0.7158,网,deciphered,true,false
L/1587,L,,,,U60D8A,0.71,贞,deciphered,true,false
L/1588,L,,,,U6153D,0.6706,妣戊,deciphered,true,false
L/1589,L,,,,U615E0,0.723,史子,deciphered,false,false
L/159,L,,,,U602B7,0.6537,娶,deciphered,false,false
L/1590,L,,,,U60FA3,0.6753,贞,deciphered,true,false
L/1591,L,,,,U60FA3,0.6434,贞,deciphered,true,false
L/1592,L,,,,U60D1A,0.6458,,undeciphered,false,false
L/1593,L,,,,U61834,0.6519,残疑字,deciphered,false,false
L/1594,L,,,,U6153D,0.6608,妣戊,deciphered,true,false
L/1595,L,,,,U60B15,0.6463,圭,deciphered,true,false
L/1596,L,,,,U6153D,0.6429,妣戊,deciphered,true,false
L/1597,L,,,,U607C5,0.6321,丧,deciphered,true,false
L/1598,L,,,,U60F1F,0.7044,蛊,deciphered,false,false
L/1599,L,,,,U61071,0.7093,,undeciphered,true,false
L/16,L,,,,U60F4D,0.6729,,undeciphered,false,false
L/160,L,,,,U6033F,0.6669,,undeciphered,true,false
L/1600,L,,,,U6151C,0.6694,般庚,deciphered,false,false
L/1601,L,,,,U60AD9,0.6537,涂,deciphered,true,false
L/1602,L,,,,U60DC0,0.5978,,undeciphered,true,false
L/1603,L,,,,U6079D,0.6836,柏,deciphered,true,false
L/1604,L,,,,U61016,0.6256,,undeciphered,false,false
L/1605,L,,,,U60579,0.6855,,undeciphered,false,false
L/1606,L,,,,U602A2,0.6228,,undeciphered,true,false
L/1607,L,,,,U6195D,0.6037,,undeciphered,false,false
L/1608,L,,,,U60FB4,0.6319,獻,deciphered,true,false
L/1609,L,,,,U60FDC,0.6403,,undeciphered,false,false
L/161,L,,,,U6166A,0.6994,瓚,deciphered,false,false
L/1610,L,,,,U605F3,0.6362,,undeciphered,true,false
L/1611,L,,,,U616A6,0.6869,马,deciphered,false,false
L/1612,L,,,,U6113C,0.6472,智,deciphered,unknown-if-fetch-failed,false
L/1613,L,,,,U61526,0.6271,祖庚,deciphered,true,false
L/1614,L,,,,U60BD4,0.6385,商,deciphered,true,false
L/1615,L,,,,U60F1F,0.6719,蛊,deciphered,false,false
L/1616,L,,,,U60845,0.7387,,undeciphered,false,false
L/1617,L,,,,U60CEF,0.7276,,undeciphered,false,false
L/1618,L,,,,U60F1F,0.7015,蛊,deciphered,false,false
L/1619,L,,,,U617D8,0.7267,小艰,deciphered,false,false
L/162,L,,,,U616CF,0.6493,疐,deciphered,true,false
L/1620,L,,,,U617D8,0.7096,小艰,deciphered,false,false
L/1621,L,,,,U60455,0.6885,,undeciphered,true,false
L/1622,L,,,,U60CEF,0.7093,,undeciphered,false,false
L/1623,L,,,,U6086A,0.5695,羊,deciphered,true,false
L/1624,L,,,,U60A37,0.6513,,undeciphered,false,false
L/1625,L,,,,U617D8,0.7036,小艰,deciphered,false,false
L/1626,L,,,,U60349,0.6241,眉,deciphered,true,false
L/1627,L,,,,U60E84,0.6743,,undeciphered,false,false
L/1628,L,,,,U61071,0.7358,,undeciphered,true,false
L/1629,L,,,,U60F28,0.6045,盖,deciphered,true,false
L/163,L,,,,U61744,0.653,一彘,deciphered,false,false
L/1630,L,,,,U603D9,0.6946,,undeciphered,true,false
L/1631,L,,,,U60F8C,0.7237,,undeciphered,true,false
L/1632,L,,,,U61834,0.6378,残疑字,deciphered,false,false
L/1633,L,,,,U607AB,0.6814,春,deciphered,true,false
L/1634,L,,,,U60CEF,0.6958,,undeciphered,false,false
L/1635,L,,,,U60B2F,0.6513,向,deciphered,true,false
L/1636,L,,,,U613C8,0.67,,undeciphered,true,false
L/1637,L,,,,U60CEF,0.7051,,undeciphered,false,false
L/1638,L,,,,U6079D,0.6818,柏,deciphered,true,false
L/1639,L,,,,U60A37,0.6436,,undeciphered,false,false
L/164,L,,,,U6182D,0.639,残疑字,deciphered,false,false
L/1640,L,,,,U6096B,0.5981,风,deciphered,true,false
L/1641,L,,,,U60FDC,0.6734,,undeciphered,false,false
L/1642,L,,,,U6194D,0.6417,韦,deciphered,false,false
L/1643,L,,,,U60EA1,0.5871,,undeciphered,true,false
L/1644,L,,,,U60ADD,0.7325,,undeciphered,true,false
L/1645,L,,,,U611D8,0.6641,单/干,deciphered,true,false
L/1646,L,,,,U61071,0.7606,,undeciphered,true,false
L/1647,L,,,,U60CEF,0.7058,,undeciphered,false,false
L/1648,L,,,,U60CEF,0.7141,,undeciphered,false,false
L/1649,L,,,,U6083D,0.7137,束,deciphered,true,false
L/165,L,,,,U60B3D,0.6527,,undeciphered,true,false
L/1650,L,,,,U6083C,0.6241,束,deciphered,true,false
L/1651,L,,,,U600FE,0.6472,立,deciphered,true,false
L/1652,L,,,,U60F1F,0.6904,蛊,deciphered,false,false
L/1653,L,,,,U60FDC,0.7057,,undeciphered,false,false
L/1654,L,,,,U617D8,0.7129,小艰,deciphered,false,false
L/1655,L,,,,U60CEF,0.7283,,undeciphered,false,false
L/1656,L,,,,U60475,0.6281,,undeciphered,false,false
L/1657,L,,,,U60E84,0.6598,,undeciphered,false,false
L/1658,L,,,,U60966,0.65,,undeciphered,false,false
L/1659,L,,,,U60F1F,0.6922,蛊,deciphered,false,false
L/166,L,,,,U60266,0.6557,,undeciphered,true,false
L/1660,L,,,,U60AD9,0.631,涂,deciphered,true,false
L/1661,L,,,,U60CEF,0.7263,,undeciphered,false,false
L/1662,L,,,,U6096B,0.5889,风,deciphered,true,false
L/1663,L,,,,U6023D,0.6418,,undeciphered,false,false
L/1664,L,,,,U6194D,0.6537,韦,deciphered,false,false
L/1665,L,,,,U60659,0.6231,,undeciphered,false,false
L/1666,L,,,,U6106B,0.6798,羆,deciphered,true,false
L/1667,L,,,,U60CD8,0.6568,,undeciphered,true,false
L/1668,L,,,,U61723,0.6325,四羌,deciphered,false,false
L/1669,L,,,,U6178C,0.6217,焚,deciphered,true,false
L/167,L,,,,U60B69,0.6427,賓,deciphered,true,false
L/1670,L,,,,U60AD9,0.6397,涂,deciphered,true,false
L/1671,L,,,,U60CEF,0.7155,,undeciphered,false,false
L/1672,L,,,,U611D8,0.66,单/干,deciphered,true,false
L/1673,L,,,,U60CEF,0.7136,,undeciphered,false,false
L/1674,L,,,,U60FAC,0.5902,,undeciphered,false,false
L/1675,L,,,,U60FAC,0.5946,,undeciphered,false,false
L/1676,L,,,,U6157E,0.7962,一,deciphered,true,false
L/1677,L,,,,U60FEC,0.6458,,undeciphered,true,false
L/1678,L,,,,U60FEC,0.6571,,undeciphered,true,false
L/1679,L,,,,U61764,0.6737,十鬯,deciphered,false,false
L/168,L,,,,U60719,0.6423,深,deciphered,true,false
L/1680,L,,,,U609D8,0.7035,,undeciphered,false,false
L/1681,L,,,,U603F3,0.7205,,undeciphered,false,false
L/1682,L,,,,U60993,0.6865,,undeciphered,true,false
L/1683,L,,,,U60262,0.6388,,undeciphered,true,false
L/1684,L,,,,U61006,0.6325,,undeciphered,true,false
L/1685,L,,,,U60782,0.7197,,undeciphered,false,false
L/1686,L,,,,U60782,0.7211,,undeciphered,false,false
L/1687,L,,,,U61277,0.609,車,deciphered,true,false
L/1688,L,,,,U61764,0.6776,十鬯,deciphered,false,false
L/1689,L,,,,U60C4A,0.6332,稼,deciphered,true,false
L/169,L,,,,U602A2,0.6134,,undeciphered,true,false
L/1690,L,,,,U618A1,0.7274,羌,deciphered,true,false
L/1691,L,,,,U6157E,0.7962,一,deciphered,true,false
L/1692,L,,,,U61277,0.6398,車,deciphered,true,false
L/1693,L,,,,U6023D,0.635,,undeciphered,false,false
L/1694,L,,,,U6023D,0.6404,,undeciphered,false,false
L/1695,L,,,,U60F8C,0.7183,,undeciphered,true,false
L/1696,L,,,,U60B05,0.6873,,undeciphered,true,false
L/1697,L,,,,U60782,0.7127,,undeciphered,false,false
L/1698,L,,,,U60782,0.7245,,undeciphered,false,false
L/1699,L,,,,U6082C,0.6713,,undeciphered,true,false
L/17,L,,,,U6030B,0.6367,眢,deciphered,true,false
L/170,L,,,,U60FBE,0.6621,残疑字,deciphered,false,false
L/1700,L,,,,U61071,0.7668,,undeciphered,true,false
L/1701,L,,,,U61071,0.7841,,undeciphered,true,false
L/1702,L,,,,U6106B,0.6403,羆,deciphered,true,false
L/1703,L,,,,U60DAA,0.609,,undeciphered,true,false
L/1704,L,,,,U611D2,0.6083,,undeciphered,false,false
L/1705,L,,,,U61764,0.5864,十鬯,deciphered,false,false
L/1706,L,,,,U60FDC,0.6693,,undeciphered,false,false
L/1707,L,,,,U610AA,0.6598,,undeciphered,false,false
L/1708,L,,,,U6023D,0.6487,,undeciphered,false,false
L/1709,L,,,,U60B5E,0.5761,,undeciphered,false,false
L/171,L,,,,U60A60,0.633,,undeciphered,true,false
L/1710,L,,,,U6057D,0.6893,,undeciphered,true,false
L/1711,L,,,,U60B15,0.6788,圭,deciphered,true,false
L/1712,L,,,,U61071,0.6934,,undeciphered,true,false
L/1713,L,,,,U60FDC,0.6503,,undeciphered,false,false
L/1714,L,,,,U6194D,0.6308,韦,deciphered,false,false
L/1715,L,,,,U60F8C,0.7395,,undeciphered,true,false
L/1716,L,,,,U6057D,0.6917,,undeciphered,true,false
L/1717,L,,,,U60CEF,0.7163,,undeciphered,false,false
L/1718,L,,,,U61071,0.6479,,undeciphered,true,false
L/1719,L,,,,U60473,0.6465,,undeciphered,false,false
L/172,L,,,,U605F9,0.6246,,undeciphered,true,false
L/1720,L,,,,U601C2,0.6286,,undeciphered,false,false
L/1721,L,,,,U60B8D,0.676,,undeciphered,false,false
L/1722,L,,,,U60FDC,0.6564,,undeciphered,false,false
L/1723,L,,,,U6106D,0.6748,罝,deciphered,false,false
L/1724,L,,,,U6106D,0.6836,罝,deciphered,false,false
L/1725,L,,,,U60CEF,0.7326,,undeciphered,false,false
L/1726,L,,,,U608BE,0.5954,暴,deciphered,false,false
L/1727,L,,,,U61071,0.644,,undeciphered,true,false
L/1728,L,,,,U60CEF,0.7237,,undeciphered,false,false
L/1729,L,,,,U6195D,0.6413,,undeciphered,false,false
L/173,L,,,,U60AB7,0.7142,庇,deciphered,true,false
L/1730,L,,,,U60FDC,0.652,,undeciphered,false,false
L/1731,L,,,,U61B02,0.6944,,undeciphered,true,false
L/1732,L,,,,U60349,0.6312,眉,deciphered,true,false
L/1733,L,,,,U60CEF,0.7258,,undeciphered,false,false
L/1734,L,,,,U607AB,0.6456,春,deciphered,true,false
L/1735,L,,,,U605DB,0.6447,,undeciphered,true,false
L/1736,L,,,,U60CEF,0.7146,,undeciphered,false,false
L/1737,L,,,,U60AFC,0.6395,京,deciphered,true,false
L/1738,L,,,,U611C2,0.6004,,undeciphered,true,false
L/1739,L,,,,U6194D,0.6401,韦,deciphered,false,false
L/174,L,,,,U61B02,0.6702,,undeciphered,true,false
L/1740,L,,,,U606B6,0.6587,,undeciphered,false,false
L/1741,L,,,,U6106D,0.6671,罝,deciphered,false,false
L/1742,L,,,,U6106D,0.6668,罝,deciphered,false,false
L/1743,L,,,,U61723,0.6231,四羌,deciphered,false,false
L/1744,L,,,,U60CEF,0.7086,,undeciphered,false,false
L/1745,L,,,,U60759,0.6847,莫（暮）,deciphered,false,false
L/1746,L,,,,U60759,0.6803,莫（暮）,deciphered,false,false
L/1747,L,,,,U6157E,0.7962,一,deciphered,true,false
L/1748,L,,,,U60C6C,0.6795,,undeciphered,true,false
L/1749,L,,,,U60BAE,0.6509,璞,deciphered,true,false
L/175,L,,,,U60BEE,0.6101,泉,deciphered,true,false
L/1750,L,,,,U613A2,0.6984,且（祖）,deciphered,true,false
L/1751,L,,,,U61910,0.6329,,undeciphered,false,false
L/1752,L,,,,U605A1,0.6711,,undeciphered,true,false
L/1753,L,,,,U605A1,0.6983,,undeciphered,true,false
L/1754,L,,,,U603C9,0.7391,侖,deciphered,true,false
L/1755,L,,,,U619E8,0.7594,,undeciphered,true,false
